movie_name,year,genre,rating,description
Os Perfeitos,2014,Adventure,8.9,"Gustavo is captured by DIVISION, a department of the government who pursuits teens with special abilities. Follow his escape."
Caballo prieto afamado,1977,"Adventure, Comedy, Drama",8.8,"Un melodrama ambientado en una zona rural que nos muestra a través de su más afamado y de majestuosa belleza equina, todas las aventuras en el marco de música, jinetes y carreras."
"The Good, the Bad and the Ugly",1966,"Adventure, Western",8.8,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
Blood Jungle ...or Eviva il Coltello!,2011,"Adventure, Comedy, Fantasy",8.8,A bit of godless jungle exploration and deadpan homo-eroticism explode deep in the tropics with Thomas Nola's fourth full length film 'Blood Jungle' ...or 'Eviva il Coltello!' Stars Jim ...                See full summary »
The Fountain of Youth,2021,Adventure,8.8,"A history teacher adventures across Florida to discover eternal waters and save his mother from a terminal disease, all while dodging a competitor: a washed-up celebrity survivalist."
Who's Singin' Over There?,1980,"Adventure, Comedy, Drama",8.8,"It's April 5, 1941, somewhere in Serbia. A group of people go on a bus to Belgrade, on a journey that will change their lives forever."
Dzma,1981,"Adventure, History",8.8,Add a Plot
Enter the Drag Dragon,2023,"Action, Adventure, Comedy",8.8,"Crunch is a part-time amateur detective / full-time Drag Queen. Crunch finds himself over his head dealing with corrupt cops, gangsters, zombies, androids, mummies and ghosts. Don't miss this first ever Drag-Fu Odyssey."
Exodos,2007,"Action, Adventure, Crime",8.8,"Three different stories of three different people are combined together through various events becoming one... Robert works as a bodyguard for one of the biggest mafia bosses of Nicosia, ...                See full summary »"
The Chaos Class Is Waking Up,1977,"Adventure, Comedy",8.8,A kind and hardworking student joins to Hababam Sinifi (The Chaos Class) but they don't accept him as one of them and he becomes the target of all class' pranks.
Bhala Chora Bhala,2022,"Adventure, Drama, Thriller",8.8,Raj and his friends who get entangled in a mess involving criminal activities. How Raj and his friends manage to get away from the mess that they have created?
One Penny,2017,"Adventure, Drama",8.8,"A young boy - tragically abandoned - gets taken in and raised by a homeless man known as ""Professor."" Dylan, now a street-smart maverick yearns for a better future, but a dark secret could shatter his world forever."
The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.8,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
Tangled Up in Blue,2011,"Adventure, Comedy, Drama",8.8,"The misadventures of four childhood friends living in the middle of nowhere, USA. All of them in their post high school phase must now decide what's next. A broken window, an affair and a ...                See full summary »"
Yorinuki Gintama-san on Theater 2D: Kabuki Chou Shitennou Hen,2012,"Action, Adventure, Comedy",8.8,"In another time and place, the Yorozuya squad is suddenly greeted by a potential new recruit. Before them is a mysterious young woman named Pirako Doromizu who hides a penchant for extreme ...                See full summary »"
Montagna con Forza,2002,"Adventure, Drama, Fantasy",8.8,Montagna con Forza (English: Mountains with Power) is the first production in the trademarked genre Symbiophonies - invented by director and composer Flint Juventino Beppe. It is a unique ...                See full summary »
Go West Happy Cow,2010,"Action, Adventure, Comedy",8.8,"The ultimate road trip from Wisconsin to California hauling the highly sought after HAPPY COW products. Mike and Kurt, the Happy Cow, rumble through 2,200+ miles of countryside sharing their love with displaced Sconnies. Hilarity ensues."
The Mischievous Boy,1978,"Adventure, Comedy, Drama",8.8,The film based on the story of the same name by Uzbek poet and writer Gafur Gulom about the adventures of an irrepressible young boy who encounters various people and life situations during his journey.
Inception,2010,"Action, Adventure, Sci-Fi",8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
Message in a Bottle,2017,Adventure,8.8,A trio of young teens' lives are changed forever when they go on a journey to rescue a kid sending eerie notes down stream in bottles. Johnny Tatro (Matthew Owen Kozak) is a passionate ...                See full summary »
Civilization: The Movie,2016,"Adventure, Comedy",8.8,Five friends decide to play a game of Civilization VI because they thought being world leaders couldn't be that hard but soon find out just what they have undertaken and find out just how ...                See full summary »
Cowboy Smoke,2008,"Action, Adventure, Crime",8.8,Joe's a suburban convenience store clerk with big dreams of becoming a cowboy so he packs his boots and relocates to South Texas to learn from the real deal. His idea of the mythic cowboy is quickly shattered however when he finds himself holed up in a town that survives on a human smuggling trade.
Dark Sky Blue,2015,"Action, Adventure, Drama",8.8,The hunt for a murderer takes one man through the depths of his city's underground.
From the End Into the Beginning,2016,"Adventure, Drama, Romance",8.8,"Inspired by true events, a young married couple, Christopher and Paige, go on a romantic weekend getaway. The lovers reminisce about their triumphs and tragedies, reliving the 27 years of ...                See full summary »"
The Sweetest Heir,2018,"Adventure, Comedy, Family",8.8,"The Sweetest Heir is an award-winning family comedy about a young girl, Brittany Thompson, who collects and restores old jewelry boxes. While restoring one, she discovers a seal and a deed ...                See full summary »"
The Law of Moises,2019,"Adventure, Drama, Thriller",8.7,"Moises, a talented young filmmaker, discovers that his true destiny is to save the town that he desires so much to escape. The question Moises longs to receive clarity on is- Do we choose our dreams, or do our dreams choose us?"
Broken Chains,2017,"Action, Adventure, Biography",8.7,Brianna married a man she thought would protect her forever. But soon discovers Vincenzo has a dark secret and an evil family with connections controlling his narcissistic sociopathic traits and will go to any lengths to keep the secret controlled and hidden.
Bicycle Dreams,2014,"Adventure, Family",8.7,"Bicycle Dreams follows two boys as they come of age in the ancient city of Kathmandu. Like kids the world over, they are pursuing a dream :an electric blue, 18 gear mountain bike. The boys ...                See full summary »"
A Family of Killers,2018,"Action, Adventure, Comedy",8.7,"An ex-detective, a deadly child, two dim-witted hit-men, and a captive all cross paths with one mysterious assassin corporation."
Lemon man vs the Multiverse,2023,"Animation, Action, Sci-Fi",9.7,"When the hero Lemon man gets sucked into a portal, he has to team up with different versions of himself to save the Multiverse from the deadly villain Broken hyena after he promised his ...                See full summary »"
Doraemon the Movie: Nobita's Sky Utopia,2023,"Animation, Adventure, Comedy",9.7,"The film will be set in a perfect world in the sky, where everyone lives happily. Doraemon and Nobita set out on an adventure to find the utopia with the help of a new gadget of Doraemon."
Turning Mecard W: The Secret of Van dine - Special Edition,2018,"Animation, Action, Adventure",9.6,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary »"
Emesis Blue,2023,"Animation, Horror",9.6,"When an executive of the BLU Corporation mysteriously vanishes in Mortem, New Mexico, a private detective and washed-up war veteran team up to find him, yet the man they hunt is more dangerous than they can possibly imagine."
The Silent e,2013,"Animation, Adventure, Family",9.5,"The Silent e is an epic adventure of a letter 'e' who can't speak but must find his parents in the Times New Roman Empire. Led by the Evil 4, the Arial Race commences genocide on all Times ...                See full summary »"
Super Bheem Fire and Ice,2016,Animation,9.4,"At the coronation ceremony of the Fire Prince, an evil queen turns out to be Snow Queen, the arch enemy of Fire Nation. She snatches the special firestone from the king and unleashes her ...                See full summary »"
North Wind: Broken Time,2020,Animation,9.4,"The story draws inspiration from real historical battles, which pitted Chinese forces against the Islamic Abbasid Caliphate and Tibetan Empire in Central Asia."
The Secret Princess,2016,Animation,9.4,A prince falls in love with a mysterious girl unaware she is a princess that was switched for him at birth. A king wary of his crown and seeking for a male child to heir the throne led to a...                See full summary »
The Luther Blissett Legacy,2022,Animation,9.3,A collection of 428 video artworks created by ARTOLDO crypto in memory of the super folk hero Luther Blissett (1994-1999). The work reflects on the different selves of the Luther Blissett ...                See full summary »
